,,EB,ER,EO,pricing_location,X
IPUNT3F,2016-12-16,,,,LDN,
IPUNT3F,2016-12-19,,,,LDN,
IPUNT3F,2016-12-20,,,,LDN,
IPUNT3F,2016-12-21,,,,LDN,
IPUNT3F,2016-12-22,,,,LDN,
IPUNT3F,2016-12-23,,,,LDN,
IPUNT3F,2016-12-26,,,,LDN,
IPUNT3F,2016-12-27,,,,LDN,
IPUNT3F,2016-12-28,,,,LDN,
IPUNT3F,2016-12-29,,,,LDN,
IPUNT3F,2016-12-30,,,,LDN,
IPUNT3F,2017-01-02,,,,LDN,
IPUNT3F,2017-01-03,,,,LDN,
IPUNT3F,2017-01-04,,,,LDN,
IPUNT3F,2017-01-05,,,,LDN,
IPUNT3F,2017-01-06,,,,LDN,
IPUNT3F,2017-01-09,,,,LDN,
IPUNT3F,2017-01-10,,,,LDN,
IPUNT3F,2017-01-11,,,,LDN,
IPUNT3F,2017-01-12,,,,LDN,
IPUNT3F,2017-01-13,,,,LDN,
IPUNT3F,2017-01-16,,,,LDN,
IPUNT3F,2017-01-17,,,,LDN,
IPUNT3F,2017-01-18,,,,LDN,
IPUNT3F,2017-01-19,,,,LDN,
IPUNT3F,2017-01-20,,,,LDN,
IPUNT3F,2017-01-23,,,,LDN,
IPUNT3F,2017-01-24,,,,LDN,
IPUNT3F,2017-01-25,,,,LDN,
IPUNT3F,2017-01-26,,,,LDN,
IPUNT3F,2017-01-27,,,,LDN,
IPUNT3F,2017-01-30,,,,LDN,
IPUNT3F,2017-01-31,,,,LDN,
IPUNT3F,2017-02-01,,,,LDN,
IPUNT3F,2017-02-02,,,,LDN,
IPUNT3F,2017-02-03,,,,LDN,
IPUNT3F,2017-02-06,,,,LDN,
IPUNT3F,2017-02-07,,,,LDN,
IPUNT3F,2017-02-08,,,,LDN,
IPUNT3F,2017-02-09,,,,LDN,
IPUNT3F,2017-02-10,,,,LDN,
IPUNT3F,2017-02-13,,,,LDN,
IPUNT3F,2017-02-14,,,,LDN,
IPUNT3F,2017-02-15,,,,LDN,
IPUNT3F,2017-02-16,,,,LDN,
IPUNT3F,2017-02-17,,,,LDN,
IPUNT3F,2017-02-20,,,,LDN,
IPUNT3F,2017-02-21,,,,LDN,
IPUNT3F,2017-02-22,,,,LDN,
IPUNT3F,2017-02-23,,,,LDN,
IPUNT3F,2017-02-24,,,,LDN,
IPUNT3F,2017-02-27,,,,LDN,
IPUNT3F,2017-02-28,,,,LDN,
IPUNT3F,2017-03-01,,,,LDN,
IPUNT3F,2017-03-02,,,,LDN,
IPUNT3F,2017-03-03,,,,LDN,
IPUNT3F,2017-03-06,,,,LDN,
IPUNT3F,2017-03-07,,,,LDN,
IPUNT3F,2017-03-08,,,,LDN,
IPUNT3F,2017-03-09,,,,LDN,
IPUNT3F,2017-03-10,,,,LDN,
IPUNT3F,2017-03-13,,,,LDN,
IPUNT3F,2017-03-14,,,,LDN,
IPUNT3F,2017-03-15,,,,LDN,
IPUNT3F,2017-03-16,,,,LDN,
IPUNT3F,2017-03-17,,,,LDN,
IPUNT3F,2017-03-20,,,,LDN,
IPUNT3F,2017-03-21,,,,LDN,
IPUNT3F,2017-03-22,,,,LDN,
IPUNT3F,2017-03-23,,,,LDN,
IPUNT3F,2017-03-24,,,,LDN,
IPUNT3F,2017-03-27,,,,LDN,
IPUNT3F,2017-03-28,,,,LDN,
IPUNT3F,2017-03-29,,,,LDN,
IPUNT3F,2017-03-30,,,,LDN,
IPUNT3F,2017-03-31,,,,LDN,
IPUNT3F,2017-04-03,,,,LDN,
IPUNT3F,2017-04-04,,,,LDN,
IPUNT3F,2017-04-05,,,,LDN,
IPUNT3F,2017-04-06,,,,LDN,
IPUNT3F,2017-04-07,,,,LDN,
IPUNT3F,2017-04-10,,,,LDN,
IPUNT3F,2017-04-11,,,,LDN,
IPUNT3F,2017-04-12,,,,LDN,
IPUNT3F,2017-04-13,,,,LDN,
IPUNT3F,2017-04-14,,,,LDN,
IPUNT3F,2017-04-17,,,,LDN,
IPUNT3F,2017-04-18,,,,LDN,
IPUNT3F,2017-04-19,,,,LDN,
IPUNT3F,2017-04-20,,,,LDN,
IPUNT3F,2017-04-21,,,,LDN,
IPUNT3F,2017-04-24,,,,LDN,
IPUNT3F,2017-04-25,,,,LDN,
IPUNT3F,2017-04-26,,,,LDN,
IPUNT3F,2017-04-27,,,,LDN,
IPUNT3F,2017-04-28,,,,LDN,
IPUNT3F,2017-05-01,,,,LDN,
IPUNT3F,2017-05-02,,,,LDN,
IPUNT3F,2017-05-03,,,,LDN,
IPUNT3F,2017-05-04,,,,LDN,
IPUNT3F,2017-05-05,,,,LDN,
IPUNT3F,2017-05-08,,,,LDN,
IPUNT3F,2017-05-09,,,,LDN,
IPUNT3F,2017-05-10,,,,LDN,
IPUNT3F,2017-05-11,,,,LDN,
IPUNT3F,2017-05-12,,,,LDN,
IPUNT3F,2017-05-15,,,,LDN,
IPUNT3F,2017-05-16,,,,LDN,
IPUNT3F,2017-05-17,,,,LDN,
IPUNT3F,2017-05-18,,,,LDN,
IPUNT3F,2017-05-19,,,,LDN,
IPUNT3F,2017-05-22,,,,LDN,
IPUNT3F,2017-05-23,,,,LDN,
IPUNT3F,2017-05-24,,,,LDN,
IPUNT3F,2017-05-25,,,,LDN,
IPUNT3F,2017-05-26,,,,LDN,
IPUNT3F,2017-05-29,,,,LDN,
IPUNT3F,2017-05-30,,,,LDN,
IPUNT3F,2017-05-31,,,,LDN,
IPUNT3F,2017-06-01,,,,LDN,
IPUNT3F,2017-06-02,,,,LDN,
IPUNT3F,2017-06-05,,,,LDN,
IPUNT3F,2017-06-06,,,,LDN,
IPUNT3F,2017-06-07,,,,LDN,
IPUNT3F,2017-06-08,,,,LDN,
IPUNT3F,2017-06-09,,,,LDN,
IPUNT3F,2017-06-12,,,,LDN,
IPUNT3F,2017-06-13,,,,LDN,
IPUNT3F,2017-06-14,,,,LDN,
IPUNT3F,2017-06-15,,,,LDN,
IPUNT3F,2017-06-16,,,,LDN,
IPUNT3F,2017-06-19,,,,LDN,
IPUNT3F,2017-06-20,,,,LDN,
IPUNT3F,2017-06-21,,,,LDN,
IPUNT3F,2017-06-22,,,,LDN,
IPUNT3F,2017-06-23,,,,LDN,
IPUNT3F,2017-06-26,,,,LDN,
IPUNT3F,2017-06-27,,,,LDN,
IPUNT3F,2017-06-28,,,,LDN,
IPUNT3F,2017-06-29,,,,LDN,
IPUNT3F,2017-06-30,,,,LDN,
IPUNT3F,2017-07-03,,,,LDN,
IPUNT3F,2017-07-04,,,,LDN,
IPUNT3F,2017-07-05,,,,LDN,
IPUNT3F,2017-07-06,,,,LDN,
IPUNT3F,2017-07-07,,,,LDN,
IPUNT3F,2017-07-10,,,,LDN,
IPUNT3F,2017-07-11,,,,LDN,
IPUNT3F,2017-07-12,,,,LDN,
IPUNT3F,2017-07-13,,,,LDN,
IPUNT3F,2017-07-14,,,,LDN,
IPUNT3F,2017-07-17,,,,LDN,
IPUNT3F,2017-07-18,,,,LDN,
IPUNT3F,2017-07-19,,,,LDN,
IPUNT3F,2017-07-20,,,,LDN,
IPUNT3F,2017-07-21,,,,LDN,
IPUNT3F,2017-07-24,,,,LDN,
IPUNT3F,2017-07-25,,,,LDN,
IPUNT3F,2017-07-26,,,,LDN,
IPUNT3F,2017-07-27,,,,LDN,
IPUNT3F,2017-07-28,,,,LDN,
IPUNT3F,2017-07-31,,,,LDN,
IPUNT3F,2017-08-01,,,,LDN,
IPUNT3F,2017-08-02,,,,LDN,
IPUNT3F,2017-08-03,,,,LDN,
IPUNT3F,2017-08-04,,,,LDN,
IPUNT3F,2017-08-07,,,,LDN,
IPUNT3F,2017-08-08,,,,LDN,
IPUNT3F,2017-08-09,,,,LDN,
IPUNT3F,2017-08-10,,,,LDN,
IPUNT3F,2017-08-11,,,,LDN,
IPUNT3F,2017-08-14,,,,LDN,
IPUNT3F,2017-08-15,,,,LDN,
IPUNT3F,2017-08-16,,,,LDN,
IPUNT3F,2017-08-17,,,,LDN,
IPUNT3F,2017-08-18,,,,LDN,
IPUNT3F,2017-08-21,,,,LDN,
IPUNT3F,2017-08-22,,,,LDN,
IPUNT3F,2017-08-23,,,,LDN,
IPUNT3F,2017-08-24,,,,LDN,
IPUNT3F,2017-08-25,,,,LDN,
IPUNT3F,2017-08-28,,,,LDN,
IPUNT3F,2017-08-29,,,,LDN,
IPUNT3F,2017-08-30,,,,LDN,
IPUNT3F,2017-08-31,,,,LDN,
IPUNT3F,2017-09-01,,,,LDN,
IPUNT3F,2017-09-04,,,,LDN,
IPUNT3F,2017-09-05,,,,LDN,
IPUNT3F,2017-09-06,,,,LDN,
IPUNT3F,2017-09-07,,,,LDN,
IPUNT3F,2017-09-08,,,,LDN,
IPUNT3F,2017-09-11,,,,LDN,
IPUNT3F,2017-09-12,,,,LDN,
IPUNT3F,2017-09-13,,,,LDN,
IPUNT3F,2017-09-14,,,,LDN,
IPUNT3F,2017-09-15,,,,LDN,
IPUNT3F,2017-09-18,,,,LDN,
IPUNT3F,2017-09-19,,,,LDN,
IPUNT3F,2017-09-20,,,,LDN,
IPUNT3F,2017-09-21,,,,LDN,
IPUNT3F,2017-09-22,,,,LDN,
IPUNT3F,2017-09-25,,,,LDN,
IPUNT3F,2017-09-26,,,,LDN,
IPUNT3F,2017-09-27,,,,LDN,
IPUNT3F,2017-09-28,,,,LDN,
IPUNT3F,2017-09-29,,,,LDN,
IPUNT3F,2017-10-02,,,,LDN,
IPUNT3F,2017-10-03,,,,LDN,
IPUNT3F,2017-10-04,,,,LDN,
IPUNT3F,2017-10-05,,,,LDN,
IPUNT3F,2017-10-06,,,,LDN,
IPUNT3F,2017-10-09,,,,LDN,
IPUNT3F,2017-10-10,,,,LDN,
IPUNT3F,2017-10-11,,,,LDN,
IPUNT3F,2017-10-12,,,,LDN,
IPUNT3F,2017-10-13,,,,LDN,
IPUNT3F,2017-10-16,,,,LDN,
IPUNT3F,2017-10-17,,,,LDN,
IPUNT3F,2017-10-18,,,,LDN,
IPUNT3F,2017-10-19,,,,LDN,
IPUNT3F,2017-10-20,,,,LDN,
IPUNT3F,2017-10-23,,,,LDN,
IPUNT3F,2017-10-24,,,,LDN,
IPUNT3F,2017-10-25,,,,LDN,
IPUNT3F,2017-10-26,,,,LDN,
IPUNT3F,2017-10-27,,,,LDN,
IPUNT3F,2017-10-30,,,,LDN,
IPUNT3F,2017-10-31,,,,LDN,
IPUNT3F,2017-11-01,,,,LDN,
IPUNT3F,2017-11-02,,,,LDN,
IPUNT3F,2017-11-03,,,,LDN,
IPUNT3F,2017-11-06,,,,LDN,
IPUNT3F,2017-11-07,,,,LDN,
IPUNT3F,2017-11-08,,,,LDN,
IPUNT3F,2017-11-09,,,,LDN,
IPUNT3F,2017-11-10,,,,LDN,
IPUNT3F,2017-11-13,,,,LDN,
IPUNT3F,2017-11-14,,,,LDN,
IPUNT3F,2017-11-15,,,,LDN,
IPUNT3F,2017-11-16,,,,LDN,
IPUNT3F,2017-11-17,,,,LDN,
IPUNT3F,2017-11-20,,,,LDN,
IPUNT3F,2017-11-21,,,,LDN,
IPUNT3F,2017-11-22,,,,LDN,
IPUNT3F,2017-11-23,,,,LDN,
IPUNT3F,2017-11-24,,,,LDN,
IPUNT3F,2017-11-27,,,,LDN,
IPUNT3F,2017-11-28,,,,LDN,
IPUNT3F,2017-11-29,,,,LDN,
IPUNT3F,2017-11-30,,,,LDN,
IPUNT3F,2017-12-01,,,,LDN,
IPUNT3F,2017-12-04,,,,LDN,
IPUNT3F,2017-12-05,,,,LDN,
IPUNT3F,2017-12-06,,,,LDN,
IPUNT3F,2017-12-07,,,,LDN,
IPUNT3F,2017-12-08,,,,LDN,
IPUNT3F,2017-12-11,,,,LDN,
IPUNT3F,2017-12-12,,,,LDN,
IPUNT3F,2017-12-13,,,,LDN,
IPUNT3F,2017-12-14,,,,LDN,
IPUNT3F,2017-12-15,,,,LDN,
IPUNT3F,2017-12-18,,,,LDN,
IPUNT3F,2017-12-19,,,,LDN,
IPUNT3F,2017-12-20,,,,LDN,
IPUNT3F,2017-12-21,,,,LDN,
IPUNT3F,2017-12-22,,,,LDN,
IPUNT3F,2017-12-25,,,,LDN,
IPUNT3F,2017-12-26,,,,LDN,
IPUNT3F,2017-12-27,,,,LDN,
IPUNT3F,2017-12-28,,,,LDN,
IPUNT3F,2017-12-29,,,,LDN,
IPUNT3F,2018-01-01,,,,LDN,
IPUNT3F,2018-01-02,,,,LDN,
IPUNT3F,2018-01-03,,,,LDN,
IPUNT3F,2018-01-04,,,,LDN,
IPUNT3F,2018-01-05,,,,LDN,
IPUNT3F,2018-01-08,,,,LDN,
IPUNT3F,2018-01-09,,,,LDN,
IPUNT3F,2018-01-10,,,,LDN,
IPUNT3F,2018-01-11,,,,LDN,
IPUNT3F,2018-01-12,,,,LDN,
IPUNT3F,2018-01-15,,,,LDN,
IPUNT3F,2018-01-16,,,,LDN,
IPUNT3F,2018-01-17,,,,LDN,
IPUNT3F,2018-01-18,,,,LDN,
IPUNT3F,2018-01-19,,,,LDN,
IPUNT3F,2018-01-22,,,,LDN,
IPUNT3F,2018-01-23,,,,LDN,
IPUNT3F,2018-01-24,,,,LDN,
IPUNT3F,2018-01-25,,,,LDN,
IPUNT3F,2018-01-26,,,,LDN,
IPUNT3F,2018-01-29,,,,LDN,
IPUNT3F,2018-01-30,,,,LDN,
IPUNT3F,2018-01-31,,,,LDN,
IPUNT3F,2018-02-01,,,,LDN,
IPUNT3F,2018-02-02,,,,LDN,
IPUNT3F,2018-02-05,,,,LDN,
IPUNT3F,2018-02-06,,,,LDN,
IPUNT3F,2018-02-07,,,,LDN,
IPUNT3F,2018-02-08,,,,LDN,
IPUNT3F,2018-02-09,,,,LDN,
IPUNT3F,2018-02-12,,,,LDN,
IPUNT3F,2018-02-13,,,,LDN,
IPUNT3F,2018-02-14,,,,LDN,
IPUNT3F,2018-02-15,,,,LDN,
IPUNT3F,2018-02-16,,,,LDN,
IPUNT3F,2018-02-19,,,,LDN,
IPUNT3F,2018-02-20,,,,LDN,
IPUNT3F,2018-02-21,,,,LDN,
IPUNT3F,2018-02-22,,,,LDN,
IPUNT3F,2018-02-23,,,,LDN,
IPUNT3F,2018-02-26,,,,LDN,
IPUNT3F,2018-02-27,,,,LDN,
IPUNT3F,2018-02-28,,,,LDN,
IPUNT3F,2018-03-01,,,,LDN,
IPUNT3F,2018-03-02,,,,LDN,
IPUNT3F,2018-03-05,,,,LDN,
IPUNT3F,2018-03-06,,,,LDN,
IPUNT3F,2018-03-07,,,,LDN,
IPUNT3F,2018-03-08,,,,LDN,
IPUNT3F,2018-03-09,,,,LDN,
IPUNT3F,2018-03-12,,,,LDN,
IPUNT3F,2018-03-13,,,,LDN,
IPUNT3F,2018-03-14,,,,LDN,
IPUNT3F,2018-03-15,,,,LDN,
IPUNT3F,2018-03-16,,,,LDN,
IPUNT3F,2018-03-19,,,,LDN,
IPUNT3F,2018-03-20,,,,LDN,
IPUNT3F,2018-03-21,,,,LDN,
IPUNT3F,2018-03-22,,,,LDN,
IPUNT3F,2018-03-23,,,,LDN,
IPUNT3F,2018-03-26,,,,LDN,
IPUNT3F,2018-03-27,,,,LDN,
IPUNT3F,2018-03-28,,,,LDN,
IPUNT3F,2018-03-29,,,,LDN,
IPUNT3F,2018-03-30,,,,LDN,
IPUNT3F,2018-04-02,,,,LDN,
IPUNT3F,2018-04-03,,,,LDN,
IPUNT3F,2018-04-04,,,,LDN,
IPUNT3F,2018-04-05,,,,LDN,
IPUNT3F,2018-04-06,,,,LDN,
IPUNT3F,2018-04-09,,,,LDN,
IPUNT3F,2018-04-10,,,,LDN,
IPUNT3F,2018-04-11,,,,LDN,
IPUNT3F,2018-04-12,,,,LDN,
IPUNT3F,2018-04-13,,,,LDN,
IPUNT3F,2018-04-16,,,,LDN,
IPUNT3F,2018-04-17,,,,LDN,
IPUNT3F,2018-04-18,,,,LDN,
IPUNT3F,2018-04-19,,,,LDN,
IPUNT3F,2018-04-20,,,,LDN,
IPUNT3F,2018-04-23,,,,LDN,
IPUNT3F,2018-04-24,,,,LDN,
IPUNT3F,2018-04-25,,,,LDN,
IPUNT3F,2018-04-26,,,,LDN,
IPUNT3F,2018-04-27,,,,LDN,
IPUNT3F,2018-04-30,,,,LDN,
IPUNT3F,2018-05-01,,,,LDN,
IPUNT3F,2018-05-02,,,,LDN,
IPUNT3F,2018-05-03,,,,LDN,
IPUNT3F,2018-05-04,,,,LDN,
IPUNT3F,2018-05-07,,,,LDN,
IPUNT3F,2018-05-08,,,,LDN,
IPUNT3F,2018-05-09,,,,LDN,
IPUNT3F,2018-05-10,,,,LDN,
IPUNT3F,2018-05-11,,,,LDN,
IPUNT3F,2018-05-14,,,,LDN,
IPUNT3F,2018-05-15,,,,LDN,
IPUNT3F,2018-05-16,,,,LDN,
IPUNT3F,2018-05-17,,,,LDN,
IPUNT3F,2018-05-18,,,,LDN,
IPUNT3F,2018-05-21,,,,LDN,
IPUNT3F,2018-05-22,,,,LDN,
IPUNT3F,2018-05-23,,,,LDN,
IPUNT3F,2018-05-24,,,,LDN,
IPUNT3F,2018-05-25,,,,LDN,
IPUNT3F,2018-05-28,,,,LDN,
IPUNT3F,2018-05-29,,,,LDN,
IPUNT3F,2018-05-30,,,,LDN,
IPUNT3F,2018-05-31,,,,LDN,
IPUNT3F,2018-06-01,,,,LDN,
IPUNT3F,2018-06-04,,,,LDN,
IPUNT3F,2018-06-05,,,,LDN,
IPUNT3F,2018-06-06,,,,LDN,
IPUNT3F,2018-06-07,,,,LDN,
IPUNT3F,2018-06-08,,,,LDN,
IPUNT3F,2018-06-11,,,,LDN,
IPUNT3F,2018-06-12,,,,LDN,
IPUNT3F,2018-06-13,,,,LDN,
IPUNT3F,2018-06-14,,,,LDN,
IPUNT3F,2018-06-15,,,,LDN,
IPUNT3F,2018-06-18,,,,LDN,
IPUNT3F,2018-06-19,,,,LDN,
IPUNT3F,2018-06-20,,,,LDN,
IPUNT3F,2018-06-21,,,,LDN,
IPUNT3F,2018-06-22,,,,LDN,
IPUNT3F,2018-06-25,,,,LDN,
IPUNT3F,2018-06-26,,,,LDN,
IPUNT3F,2018-06-27,,,,LDN,
IPUNT3F,2018-06-28,,,,LDN,
IPUNT3F,2018-06-29,,,,LDN,
IPUNT3F,2018-07-02,,,,LDN,
IPUNT3F,2018-07-03,,,,LDN,
IPUNT3F,2018-07-04,,,,LDN,
IPUNT3F,2018-07-05,,,,LDN,
IPUNT3F,2018-07-06,,,,LDN,
IPUNT3F,2018-07-09,,,,LDN,
IPUNT3F,2018-07-10,,,,LDN,
IPUNT3F,2018-07-11,,,,LDN,
IPUNT3F,2018-07-12,,,,LDN,
IPUNT3F,2018-07-13,,,,LDN,
IPUNT3F,2018-07-16,,,,LDN,
IPUNT3F,2018-07-17,,,,LDN,
IPUNT3F,2018-07-18,,,,LDN,
IPUNT3F,2018-07-19,,,,LDN,
IPUNT3F,2018-07-20,,,,LDN,
IPUNT3F,2018-07-23,,,,LDN,
IPUNT3F,2018-07-24,,,,LDN,
IPUNT3F,2018-07-25,,,,LDN,
IPUNT3F,2018-07-26,,,,LDN,
IPUNT3F,2018-07-27,,,,LDN,
IPUNT3F,2018-07-30,,,,LDN,
IPUNT3F,2018-07-31,,,,LDN,
IPUNT3F,2018-08-01,,,,LDN,
IPUNT3F,2018-08-02,,,,LDN,
IPUNT3F,2018-08-03,,,,LDN,
IPUNT3F,2018-08-06,,,,LDN,
IPUNT3F,2018-08-07,,,,LDN,
IPUNT3F,2018-08-08,,,,LDN,
IPUNT3F,2018-08-09,,,,LDN,
IPUNT3F,2018-08-10,,,,LDN,
IPUNT3F,2018-08-13,,,,LDN,
IPUNT3F,2018-08-14,,,,LDN,
IPUNT3F,2018-08-15,,,,LDN,
IPUNT3F,2018-08-16,,,,LDN,
IPUNT3F,2018-08-17,,,,LDN,
IPUNT3F,2018-08-20,,,,LDN,
IPUNT3F,2018-08-21,,,,LDN,
IPUNT3F,2018-08-22,,,,LDN,
IPUNT3F,2018-08-23,,,,LDN,
IPUNT3F,2018-08-24,,,,LDN,
IPUNT3F,2018-08-27,,,,LDN,
IPUNT3F,2018-08-28,,,,LDN,
IPUNT3F,2018-08-29,,,,LDN,
IPUNT3F,2018-08-30,,,,LDN,
IPUNT3F,2018-08-31,,,,LDN,
IPUNT3F,2018-09-03,,,,LDN,
IPUNT3F,2018-09-04,,,,LDN,
IPUNT3F,2018-09-05,,,,LDN,
IPUNT3F,2018-09-06,,,,LDN,
IPUNT3F,2018-09-07,,,,LDN,
IPUNT3F,2018-09-10,,,,LDN,
IPUNT3F,2018-09-11,,,,LDN,
IPUNT3F,2018-09-12,,,,LDN,
IPUNT3F,2018-09-13,,,,LDN,
IPUNT3F,2018-09-14,,,,LDN,
IPUNT3F,2018-09-17,,,,LDN,
IPUNT3F,2018-09-18,,,,LDN,
IPUNT3F,2018-09-19,,,,LDN,
IPUNT3F,2018-09-20,,,,LDN,
IPUNT3F,2018-09-21,,,,LDN,
IPUNT3F,2018-09-24,,,,LDN,
IPUNT3F,2018-09-25,,,,LDN,
IPUNT3F,2018-09-26,,,,LDN,
IPUNT3F,2018-09-27,,,,LDN,
IPUNT3F,2018-09-28,,,,LDN,
IPUNT3F,2018-10-01,,,,LDN,
IPUNT3F,2018-10-02,,,,LDN,
IPUNT3F,2018-10-03,,,,LDN,
IPUNT3F,2018-10-04,,,,LDN,
IPUNT3F,2018-10-05,,,,LDN,
IPUNT3F,2018-10-08,,,,LDN,
IPUNT3F,2018-10-09,,,,LDN,
IPUNT3F,2018-10-10,,,,LDN,
IPUNT3F,2018-10-11,,,,LDN,
IPUNT3F,2018-10-12,,,,LDN,
IPUNT3F,2018-10-15,,,,LDN,
IPUNT3F,2018-10-16,,,,LDN,
IPUNT3F,2018-10-17,,,,LDN,
IPUNT3F,2018-10-18,,,,LDN,
IPUNT3F,2018-10-19,,,,LDN,
IPUNT3F,2018-10-22,,,,LDN,
IPUNT3F,2018-10-23,,,,LDN,
IPUNT3F,2018-10-24,,,,LDN,
IPUNT3F,2018-10-25,,,,LDN,
IPUNT3F,2018-10-26,,,,LDN,
IPUNT3F,2018-10-29,,,,LDN,
IPUNT3F,2018-10-30,,,,LDN,
IPUNT3F,2018-10-31,,,,LDN,
IPUNT3F,2018-11-01,,,,LDN,
IPUNT3F,2018-11-02,,,,LDN,
IPUNT3F,2018-11-05,,,,LDN,
IPUNT3F,2018-11-06,,,,LDN,
IPUNT3F,2018-11-07,,,,LDN,
IPUNT3F,2018-11-08,,,,LDN,
IPUNT3F,2018-11-09,,,,LDN,
IPUNT3F,2018-11-12,,,,LDN,
IPUNT3F,2018-11-13,,,,LDN,
IPUNT3F,2018-11-14,,,,LDN,
IPUNT3F,2018-11-15,,,,LDN,
IPUNT3F,2018-11-16,,,,LDN,
IPUNT3F,2018-11-19,,,,LDN,
IPUNT3F,2018-11-20,,,,LDN,
IPUNT3F,2018-11-21,,,,LDN,
IPUNT3F,2018-11-22,,,,LDN,
IPUNT3F,2018-11-23,,,,LDN,
IPUNT3F,2018-11-26,,,,LDN,
IPUNT3F,2018-11-27,,,,LDN,
IPUNT3F,2018-11-28,,,,LDN,
IPUNT3F,2018-11-29,,,,LDN,
IPUNT3F,2018-11-30,,,,LDN,
IPUNT3F,2018-12-03,,,,LDN,
IPUNT3F,2018-12-04,,,,LDN,
IPUNT3F,2018-12-05,,,,LDN,
IPUNT3F,2018-12-06,,,,LDN,
IPUNT3F,2018-12-07,,,,LDN,
IPUNT3F,2018-12-10,,,,LDN,
IPUNT3F,2018-12-11,,,,LDN,
IPUNT3F,2018-12-12,,,,LDN,
IPUNT3F,2018-12-13,,,,LDN,
IPUNT3F,2018-12-14,,,,LDN,
IPUNT3F,2018-12-17,,,,LDN,
IPUNT3F,2018-12-18,,,,LDN,
IPUNT3F,2018-12-19,,,,LDN,
IPUNT3F,2018-12-20,,,,LDN,
IPUNT3F,2018-12-21,,,,LDN,
IPUNT3F,2018-12-24,,,,LDN,
IPUNT3F,2018-12-25,,,,LDN,
IPUNT3F,2018-12-26,,,,LDN,
IPUNT3F,2018-12-27,,,,LDN,
IPUNT3F,2018-12-28,,,,LDN,
IPUNT3F,2018-12-31,,,,LDN,
IPUNT3F,2019-01-01,,,,LDN,
IPUNT3F,2019-01-02,,,,LDN,
IPUNT3F,2019-01-03,,,,LDN,
IPUNT3F,2019-01-04,,,,LDN,
IPUNT3F,2019-01-07,,,,LDN,
IPUNT3F,2019-01-08,,,,LDN,
IPUNT3F,2019-01-09,,,,LDN,
IPUNT3F,2019-01-10,,,,LDN,
IPUNT3F,2019-01-11,,,,LDN,
IPUNT3F,2019-01-14,,,,LDN,
IPUNT3F,2019-01-15,,,,LDN,
IPUNT3F,2019-01-16,,,,LDN,
IPUNT3F,2019-01-17,,,,LDN,
IPUNT3F,2019-01-18,,,,LDN,
IPUNT3F,2019-01-21,,,,LDN,
IPUNT3F,2019-01-22,,,,LDN,
IPUNT3F,2019-01-23,,,,LDN,
IPUNT3F,2019-01-24,,,,LDN,
IPUNT3F,2019-01-25,,,,LDN,
IPUNT3F,2019-01-28,,,,LDN,
IPUNT3F,2019-01-29,,,,LDN,
IPUNT3F,2019-01-30,,,,LDN,
IPUNT3F,2019-01-31,,,,LDN,
IPUNT3F,2019-02-01,,,,LDN,
IPUNT3F,2019-02-04,,,,LDN,
IPUNT3F,2019-02-05,,,,LDN,
IPUNT3F,2019-02-06,,,,LDN,
IPUNT3F,2019-02-07,,,,LDN,
IPUNT3F,2019-02-08,,,,LDN,
IPUNT3F,2019-02-11,,,,LDN,
IPUNT3F,2019-02-12,,,,LDN,
IPUNT3F,2019-02-13,,,,LDN,
IPUNT3F,2019-02-14,,,,LDN,
IPUNT3F,2019-02-15,,,,LDN,
IPUNT3F,2019-02-18,,,,LDN,
IPUNT3F,2019-02-19,,,,LDN,
IPUNT3F,2019-02-20,,,,LDN,
IPUNT3F,2019-02-21,,,,LDN,
IPUNT3F,2019-02-22,,,,LDN,
IPUNT3F,2019-02-25,,,,LDN,
IPUNT3F,2019-02-26,,,,LDN,
IPUNT3F,2019-02-27,,,,LDN,
IPUNT3F,2019-02-28,,,,LDN,
IPUNT3F,2019-03-01,,,,LDN,
IPUNT3F,2019-03-04,,,,LDN,
IPUNT3F,2019-03-05,,,,LDN,
IPUNT3F,2019-03-06,,,,LDN,
IPUNT3F,2019-03-07,,,,LDN,
IPUNT3F,2019-03-08,,,,LDN,
IPUNT3F,2019-03-11,,,,LDN,
IPUNT3F,2019-03-12,,,,LDN,
IPUNT3F,2019-03-13,,,,LDN,
IPUNT3F,2019-03-14,,,,LDN,
IPUNT3F,2019-03-15,,,,LDN,
IPUNT3F,2019-03-18,,,,LDN,
IPUNT3F,2019-03-19,,,,LDN,
IPUNT3F,2019-03-20,,,,LDN,
IPUNT3F,2019-03-21,,,,LDN,
IPUNT3F,2019-03-22,,,,LDN,
IPUNT3F,2019-03-25,,,,LDN,
IPUNT3F,2019-03-26,,,,LDN,
IPUNT3F,2019-03-27,,,,LDN,
IPUNT3F,2019-03-28,,,,LDN,
IPUNT3F,2019-03-29,,,,LDN,
IPUNT3F,2019-04-01,,,,LDN,
IPUNT3F,2019-04-02,,,,LDN,
IPUNT3F,2019-04-03,,,,LDN,
IPUNT3F,2019-04-04,,,,LDN,
IPUNT3F,2019-04-05,,,,LDN,
IPUNT3F,2019-04-08,,,,LDN,
IPUNT3F,2019-04-09,,,,LDN,
IPUNT3F,2019-04-10,,,,LDN,
IPUNT3F,2019-04-11,,,,LDN,
IPUNT3F,2019-04-12,,,,LDN,
IPUNT3F,2019-04-15,,,,LDN,
